Match-Name,Name,score
"Archer, TX","Archer, TX",100
"Ben Avon, PA","Ben Avon, PA",100
"Biscoe, NC","Biscoe, NC",100
"Chilhowie, VA","Chilhowie, VA",100
"Weedsport, NY","Weedsport, NY",100
"Whitwell, TN","Whitwell, TN",100
"Biggs, CA","Biggs, CA",100
"Chadbourn, NC","Chadbourn, NC",100
"Davenport, WA","Davenport, WA",100
"Oberlin, KS","Oberlin, KS",100
"Deshler, OH","Deshler, OH",100
"Lester Prairie, MN","Lester Prairie, MN",100
"Lamar, AR","Lamar, AR",100
"Marcellus, NY","Marcellus, NY",100
"Stonewood, WV","Stonewood, WV",100
"Industry, PA","Industry, PA",100
"White Castle, LA","White Castle, LA",100
"Adams, NY","Adams, NY",100
"Prairie, IA","Prairie, IA",100
"Armada, MI","Armada, MI",100
"Bartonville, TX","Bartonville, TX",100
"Lowry Crossing, TX","Lowry Crossing, TX",100
"Mccleary, WA","Mccleary, WA",100
"Dravosburg, PA","Dravosburg, PA",100
"Woodcreek, TX","Woodcreek, TX",100
"Nissequogue, NY","Nissequogue, NY",100
"Hughes Springs, TX","Hughes Springs, TX",100
"Chenoa, IL","Chenoa, IL",100
"Wakeeney, KS","Wakeeney, KS",100
"Huachuca, AZ","Huachuca, AZ",100
"Mont Alto, PA","Mont Alto, PA",100
"Unionville, MO","Unionville, MO",100
"Lake, TN","Lake, TN",100
"Lorena, TX","Lorena, TX",100
"Plymouth, OH","Plymouth, OH",100
"Decatur, AR","Decatur, AR",100
"Wellsville, KS","Wellsville, KS",100
"Basile, LA","Basile, LA",100
"Brownsville, OR","Brownsville, OR",100
"Cambridge, NY","Cambridge, NY",100
"Zolfo Springs, FL","Zolfo Springs, FL",100
"Burns Harbor, IN","Burns Harbor, IN",100
"Weyauwega, WI","Weyauwega, WI",100
"Lawton, MI","Lawton, MI",100
"Kenyon, MN","Kenyon, MN",100
"Mayville, ND","Mayville, ND",100
"Moore Haven, FL","Moore Haven, FL",100
"Weston, MO","Weston, MO",100
"Elida, OH","Elida, OH",100
"Myersville, MD","Myersville, MD",100
"Butler, WI","Butler, WI",100
"Guttenberg, IA","Guttenberg, IA",100
"Lewiston, UT","Lewiston, UT",100
"Mount Zion, GA","Mount Zion, GA",100
"Cross Plains, TN","Cross Plains, TN",100
"Milan, MO","Milan, MO",100
"Inola, OK","Inola, OK",100
"Century, FL","Century, FL",100
"Maple Plain, MN","Maple Plain, MN",100
"Hudson, IL","Hudson, IL",100
"Elkhart, KS","Elkhart, KS",100
"Dunnellon, FL","Dunnellon, FL",100
"Braddock Hills, PA","Braddock Hills, PA",100
"Yacolt, WA","Yacolt, WA",100
"Sneads, FL","Sneads, FL",100
"Lattingtown, NY","Lattingtown, NY",100
"Cameron, WI","Cameron, WI",100
"Briarcliff, TX","Briarcliff, TX",100
"Wayland, NY","Wayland, NY",100
"Richland, MO","Richland, MO",100
"Sea Girt, NJ","Sea Girt, NJ",100
"Danbury, TX","Danbury, TX",100
"Peosta, IA","Peosta, IA",100
"Lykens, PA","Lykens, PA",100
"Ridgeville, SC","Ridgeville, SC",100
"Shannon, MS","Shannon, MS",100
"Surgoinsville, TN","Surgoinsville, TN",100
"Port Edwards, WI","Port Edwards, WI",100
"Tawas, MI","Tawas, MI",100
"Loretto, TN","Loretto, TN",100
"Port Carbon, PA","Port Carbon, PA",100
"Idaho Springs, CO","Idaho Springs, CO",100
"Lakeside, OR","Lakeside, OR",100
"Plentywood, MT","Plentywood, MT",100
"Marion, KS","Marion, KS",100
"Sardis, AL","Sardis, AL",100
"Allentown, NJ","Allentown, NJ",100
"Gilbert, MN","Gilbert, MN",100
"Mount Sterling, OH","Mount Sterling, OH",100
"West Liberty, OH","West Liberty, OH",100
"Millwood, WA","Millwood, WA",100
"Humboldt, KS","Humboldt, KS",100
"Braham, MN","Braham, MN",100
"Folsom, NJ","Folsom, NJ",100
"Wilder, ID","Wilder, ID",100
"Albany, TX","Albany, TX",100
"New Chicago, IN","New Chicago, IN",100
"Brundidge, AL","Brundidge, AL",100
"Princeville, NC","Princeville, NC",100
"East Helena, MT","East Helena, MT",100
"Harrison, MI","Harrison, MI",100
"Dryden, NY","Dryden, NY",100
"New Eagle, PA","New Eagle, PA",100
"Pecatonica, IL","Pecatonica, IL",100
"Gila Bend, AZ","Gila Bend, AZ",100
"Wewahitchka, FL","Wewahitchka, FL",100
"Rockwell, IA","Rockwell, IA",100
"Halls, TN","Halls, TN",100
"Granby, CO","Granby, CO",100
"Townsend, MT","Townsend, MT",100
"Southmont, PA","Southmont, PA",100
"Kirbyville, TX","Kirbyville, TX",100
"Eagle, WI","Eagle, WI",100
"Tracy, MN","Tracy, MN",100
"Kure Beach, NC","Kure Beach, NC",100
"Hanley Hills, MO","Hanley Hills, MO",100
"Knightstown, IN","Knightstown, IN",100
"Olton, TX","Olton, TX",100
"Caledonia, NY","Caledonia, NY",100
"Versailles, IN","Versailles, IN",100
"Lovettsville, VA","Lovettsville, VA",100
"Cumberland, WI","Cumberland, WI",100
"Williamsport, MD","Williamsport, MD",100
"Jones Creek, TX","Jones Creek, TX",100
"Lake Lotawana, MO","Lake Lotawana, MO",100
"Mount Jackson, VA","Mount Jackson, VA",100
"Marceline, MO","Marceline, MO",100
"Angola, NY","Angola, NY",100
"Chouteau, OK","Chouteau, OK",100
"Walnutport, PA","Walnutport, PA",100
"Ronan, MT","Ronan, MT",100
"Howard Lake, MN","Howard Lake, MN",100
"Naples, UT","Naples, UT",100
"Cape Carteret, NC","Cape Carteret, NC",100
"Colfax, IA","Colfax, IA",100
"Glen Rock, PA","Glen Rock, PA",100
"Columbus Grove, OH","Columbus Grove, OH",100
"Jermyn, PA","Jermyn, PA",100
"New Haven, MO","New Haven, MO",100
"Yorktown, TX","Yorktown, TX",100
"Belville, NC","Belville, NC",100
"New Stanton, PA","New Stanton, PA",100
"Topton, PA","Topton, PA",100
"Robesonia, PA","Robesonia, PA",100
"Greenfield, TN","Greenfield, TN",100
"Millville, UT","Millville, UT",100
"Guyton, GA","Guyton, GA",100
"Westport, WA","Westport, WA",100
"Pegram, TN","Pegram, TN",100
"Fishkill, NY","Fishkill, NY",100
"Hale Center, TX","Hale Center, TX",100
"Churchville, NY","Churchville, NY",100
"Dolgeville, NY","Dolgeville, NY",100
"Conway, PA","Conway, PA",100
"Pine Grove, PA","Pine Grove, PA",100
"Mountain Lake Park, MD","Mountain Lake Park, MD",100
"Postville, IA","Postville, IA",100
"Jonestown, TX","Jonestown, TX",100
"Holcomb, KS","Holcomb, KS",100
"Essex Fells, NJ","Essex Fells, NJ",100
"Atlantis, FL","Atlantis, FL",100
"Belvedere, CA","Belvedere, CA",100
"Aviston, IL","Aviston, IL",100
"Manchester, MI","Manchester, MI",100
"Canajoharie, NY","Canajoharie, NY",100
"Brighton, IL","Brighton, IL",100
"Albany, IN","Albany, IN",100
"Vinita Park, MO","Vinita Park, MO",100
"Trenton, GA","Trenton, GA",100
"Ashford, AL","Ashford, AL",100
"Rockport, IN","Rockport, IN",100
"Lyons, CO","Lyons, CO",100
"Maple Lake, MN","Maple Lake, MN",100
"Ware Shoals, SC","Ware Shoals, SC",100
"Penndel, PA","Penndel, PA",100
"Brewster, OH","Brewster, OH",100
"Lavonia, GA","Lavonia, GA",100
"Farmington, MS","Farmington, MS",100
"Rockwell, NC","Rockwell, NC",100
"Caryville, TN","Caryville, TN",100
"Spencerville, OH","Spencerville, OH",100
"Schofield, WI","Schofield, WI",100
"Shiner, TX","Shiner, TX",100
"Chiefland, FL","Chiefland, FL",100
"Spiro, OK","Spiro, OK",100
"De Leon, TX","De Leon, TX",100
"Cheney, KS","Cheney, KS",100
"Adamsville, TN","Adamsville, TN",100
"Pine Beach, NJ","Pine Beach, NJ",100
"Camden, NY","Camden, NY",100
"Taylorsville, NC","Taylorsville, NC",100
"Franklinton, NC","Franklinton, NC",100
"Gassville, AR","Gassville, AR",100
"Canisteo, NY","Canisteo, NY",100
"New Boston, OH","New Boston, OH",100
"Plainview, TN","Plainview, TN",100
"Cloverdale, IN","Cloverdale, IN",100
"Willow Springs, MO","Willow Springs, MO",100
"North Pole, AK","North Pole, AK",100
"Turner, OR","Turner, OR",100
"Madison, NC","Madison, NC",100
"Tremont, IL","Tremont, IL",100
"Oakbrook Terrace, IL","Oakbrook Terrace, IL",100
"Kellogg, ID","Kellogg, ID",100
"Liberty, KY","Liberty, KY",100
"Shinnston, WV","Shinnston, WV",100
"Ball Ground, GA","Ball Ground, GA",100
"Haverhill, FL","Haverhill, FL",100
"Trenton, FL","Trenton, FL",100
"Jamestown, OH","Jamestown, OH",100
"Demorest, GA","Demorest, GA",100
"Nokomis, IL","Nokomis, IL",100
"Malad, ID","Malad, ID",100
"Wautoma, WI","Wautoma, WI",100
"Morris, AL","Morris, AL",100
"Berkeley Lake, GA","Berkeley Lake, GA",100
"Redgranite, WI","Redgranite, WI",100
"Parma, ID","Parma, ID",100
"Rouses Point, NY","Rouses Point, NY",100
"Ocean View, DE","Ocean View, DE",100
"Dublin, PA","Dublin, PA",100
"Walden, TN","Walden, TN",100
"Thayer, MO","Thayer, MO",100
"Rising Sun, IN","Rising Sun, IN",100
"Pardeeville, WI","Pardeeville, WI",100
"Chevy Chase, MD","Chevy Chase, MD",100
"Astatula, FL","Astatula, FL",100
"Judsonia, AR","Judsonia, AR",100
"Bull Shoals, AR","Bull Shoals, AR",100
"Ellinwood, KS","Ellinwood, KS",100
"Hayden, CO","Hayden, CO",100
"Mattawan, MI","Mattawan, MI",100
"Coleraine, MN","Coleraine, MN",100
"South Bloomfield, OH","South Bloomfield, OH",100
"Campbellsport, WI","Campbellsport, WI",100
"Goliad, TX","Goliad, TX",100
"Star, WV","Star, WV",100
"Roman Forest, TX","Roman Forest, TX",100
"Fritch, TX","Fritch, TX",100
"Springerville, AZ","Springerville, AZ",100
"Flora, IN","Flora, IN",100
"Carrington, ND","Carrington, ND",100
"Battle Ground, IN","Battle Ground, IN",100
"Dover, PA","Dover, PA",100
"Beverly Hills, TX","Beverly Hills, TX",100
"Liberty, IN","Liberty, IN",100
"New Carlisle, IN","New Carlisle, IN",100
"Yanceyville, NC","Yanceyville, NC",100
"Ogden, IA","Ogden, IA",100
"Kechi, KS","Kechi, KS",100
"Troy, TX","Troy, TX",100
"Edgerton, OH","Edgerton, OH",100
"Trail Creek, IN","Trail Creek, IN",100
"Colfax, CA","Colfax, CA",100
"Kiefer, OK","Kiefer, OK",100
"Cle Elum, WA","Cle Elum, WA",100
"San Juan Bautista, CA","San Juan Bautista, CA",100
"Berlin, PA","Berlin, PA",100
"Valley View, OH","Valley View, OH",100
"Livingston, LA","Livingston, LA",100
"Farmer, IL","Farmer, IL",100
"Decatur, MS","Decatur, MS",100
"Mill, OR","Mill, OR",100
"Mart, TX","Mart, TX",100
"Bellevue, IL","Bellevue, IL",100
"Arcade, NY","Arcade, NY",100
"Canyonville, OR","Canyonville, OR",100
"Epworth, IA","Epworth, IA",100
"Napavine, WA","Napavine, WA",100
"Catlin, IL","Catlin, IL",100
"Mount Pleasant, NC","Mount Pleasant, NC",100
"Aberdeen, ID","Aberdeen, ID",100
"Newtown, CT","Newtown, CT",100
"Red Hook, NY","Red Hook, NY",100
"Carterville, MO","Carterville, MO",100
"Fisher, IL","Fisher, IL",100
"Ocean Ridge, FL","Ocean Ridge, FL",100
"Prophetstown, IL","Prophetstown, IL",100
"Mount Olive, IL","Mount Olive, IL",100
"Coupeville, WA","Coupeville, WA",100
"Kouts, IN","Kouts, IN",100
"Jamestown, TN","Jamestown, TN",100
"Blooming Prairie, MN","Blooming Prairie, MN",100
"Jefferson, TX","Jefferson, TX",100
"Sumner, IA","Sumner, IA",100
"Cold Spring, NY","Cold Spring, NY",100
"Stewart Manor, NY","Stewart Manor, NY",100
"Collinsville, AL","Collinsville, AL",100
"Leechburg, PA","Leechburg, PA",100
"Rainier, OR","Rainier, OR",100
"Memphis, TX","Memphis, TX",100
"Cuba, WI","Cuba, WI",100
"Woodville, OH","Woodville, OH",100
"North York, PA","North York, PA",100
"Shelby, MI","Shelby, MI",100
"Lake Odessa, MI","Lake Odessa, MI",100
"Weatherby Lake, MO","Weatherby Lake, MO",100
"Hinckley, IL","Hinckley, IL",100
"Columbia, OR","Columbia, OR",100
"Eupora, MS","Eupora, MS",100
"Snow Hill, MD","Snow Hill, MD",100
"Meyersdale, PA","Meyersdale, PA",100
"Hughesville, PA","Hughesville, PA",100
"Kahoka, MO","Kahoka, MO",100
"Troup, TX","Troup, TX",100
"Oakwood Hills, IL","Oakwood Hills, IL",100
"Lexington, IL","Lexington, IL",100
"Stephens, VA","Stephens, VA",100
"Sea Isle, NJ","Sea Isle, NJ",100
"Mount Holly Springs, PA","Mount Holly Springs, PA",100
"Cowarts, AL","Cowarts, AL",100
"Columbus, MT","Columbus, MT",100
"Johnson, TX","Johnson, TX",100
"Three Forks, MT","Three Forks, MT",100
"Elsberry, MO","Elsberry, MO",100
"Nisswa, MN","Nisswa, MN",100
"Moscow, PA","Moscow, PA",100
"Bellport, NY","Bellport, NY",100
"Leonard, TX","Leonard, TX",100
"Newaygo, MI","Newaygo, MI",100
"Lima, NY","Lima, NY",100
"Mars Hill, NC","Mars Hill, NC",100
"Maysville, GA","Maysville, GA",100
"Hurlock, MD","Hurlock, MD",100
"Girard, IL","Girard, IL",100
"Leavenworth, WA","Leavenworth, WA",100
"Belmont, MS","Belmont, MS",100
"Blanco, TX","Blanco, TX",100
"Shorewood Hills, WI","Shorewood Hills, WI",100
"Wilsonville, AL","Wilsonville, AL",100
"Owens Cross Roads, AL","Owens Cross Roads, AL",100
"Pinehurst, TX","Pinehurst, TX",100
"Arcanum, OH","Arcanum, OH",100
"Port Allegany, PA","Port Allegany, PA",100
"Eyota, MN","Eyota, MN",100
"Jonestown, PA","Jonestown, PA",100
"Hillsboro Beach, FL","Hillsboro Beach, FL",100
"Clifton Springs, NY","Clifton Springs, NY",100
"Jonesville, LA","Jonesville, LA",100
"Kemah, TX","Kemah, TX",100
"Leipsic, OH","Leipsic, OH",100
"Stevensville, MT","Stevensville, MT",100
"Halstead, KS","Halstead, KS",100
"Ocean Gate, NJ","Ocean Gate, NJ",100
"Banks, OR","Banks, OR",100
"Midway, GA","Midway, GA",100
"North Beach, MD","North Beach, MD",100
"Laurel Hollow, NY","Laurel Hollow, NY",100
"Estill Springs, TN","Estill Springs, TN",100
"Lexington, MN","Lexington, MN",100
"Elmwood, IL","Elmwood, IL",100
"Mannington, WV","Mannington, WV",100
"Cache, OK","Cache, OK",100
"Lakewood, NY","Lakewood, NY",100
"Minster, OH","Minster, OH",100
"Sunset Beach, NC","Sunset Beach, NC",100
"Le Sueur, MN","Le Sueur, MN",100
"Livingston, TN","Livingston, TN",100
"Garden Ridge, TX","Garden Ridge, TX",100
"Montesano, WA","Montesano, WA",100
"San Joaquin, CA","San Joaquin, CA",100
"Fenton, MO","Fenton, MO",100
"Butler, MO","Butler, MO",100
"Barnesville, OH","Barnesville, OH",100
"Algonac, MI","Algonac, MI",100
"Franklin, NC","Franklin, NC",100
"South Chicago Heights, IL","South Chicago Heights, IL",100
"Pocomoke, MD","Pocomoke, MD",100
"Trent Woods, NC","Trent Woods, NC",100
"Springfield, GA","Springfield, GA",100
"Woodson Terrace, MO","Woodson Terrace, MO",100
"Morrison, IL","Morrison, IL",100
"Vandalia, MO","Vandalia, MO",100
"Trenton, TN","Trenton, TN",100
"Elk Ridge, UT","Elk Ridge, UT",100
"Crescent Springs, KY","Crescent Springs, KY",100
"Rutherfordton, NC","Rutherfordton, NC",100
"Baldwin, WI","Baldwin, WI",100
"Mosinee, WI","Mosinee, WI",100
"Bellaire, OH","Bellaire, OH",100
"Cannon Falls, MN","Cannon Falls, MN",100
"Herculaneum, MO","Herculaneum, MO",100
"Moxee, WA","Moxee, WA",100
"North East, PA","North East, PA",100
"Boyertown, PA","Boyertown, PA",100
"Kildeer, IL","Kildeer, IL",100
"Akron, PA","Akron, PA",100
"Rossville, GA","Rossville, GA",100
"Manchester, GA","Manchester, GA",100
"Malden, MO","Malden, MO",100
"Marshall, WI","Marshall, WI",100
"Sykesville, MD","Sykesville, MD",100
"Williamston, MI","Williamston, MI",100
"Kimberly, ID","Kimberly, ID",100
"Eldorado, IL","Eldorado, IL",100
"Chagrin Falls, OH","Chagrin Falls, OH",100
"Oaklyn, NJ","Oaklyn, NJ",100
"Rose Hill, KS","Rose Hill, KS",100
"Fairway, KS","Fairway, KS",100
"Weaverville, NC","Weaverville, NC",100
"Gamewell, NC","Gamewell, NC",100
"Cleveland, GA","Cleveland, GA",100
"Clay Center, KS","Clay Center, KS",100
"Bloomfield Hills, MI","Bloomfield Hills, MI",100
"Justin, TX","Justin, TX",100
"Timnath, CO","Timnath, CO",100
"Fort Gibson, OK","Fort Gibson, OK",100
"Dwight, IL","Dwight, IL",100
"Walton, KY","Walton, KY",100
"Wood, OR","Wood, OR",100
"Fredericktown, MO","Fredericktown, MO",100
"Ellenville, NY","Ellenville, NY",100
"New Lebanon, OH","New Lebanon, OH",100
"Otsego, MI","Otsego, MI",100
"Tontitown, AR","Tontitown, AR",100
"Greencastle, PA","Greencastle, PA",100
"Centerville, MN","Centerville, MN",100
"Fortville, IN","Fortville, IN",100
"Bluffton, OH","Bluffton, OH",100
"Waverly, TN","Waverly, TN",100
"Aumsville, OR","Aumsville, OR",100
"Burgaw, NC","Burgaw, NC",100
"Gatlinburg, TN","Gatlinburg, TN",100
"Ovilla, TX","Ovilla, TX",100
"Winona, MS","Winona, MS",100
"Aldan, PA","Aldan, PA",100
"Lowell, MI","Lowell, MI",100
"Waverly, NY","Waverly, NY",100
"Grant, MN","Grant, MN",100
"Madison, GA","Madison, GA",100
"Scandia, MN","Scandia, MN",100
"Berne, IN","Berne, IN",100
"Grafton, ND","Grafton, ND",100
"Westville, NJ","Westville, NJ",100
"Basalt, CO","Basalt, CO",100
"Goodview, MN","Goodview, MN",100
"Comanche, TX","Comanche, TX",100
"Jersey Shore, PA","Jersey Shore, PA",100
"Le Roy, NY","Le Roy, NY",100
"Bradley Beach, NJ","Bradley Beach, NJ",100
"Cold Spring, MN","Cold Spring, MN",100
"Dimmitt, TX","Dimmitt, TX",100
"Barboursville, WV","Barboursville, WV",100
"Riverdale, NJ","Riverdale, NJ",100
"Mulberry, FL","Mulberry, FL",100
"Rigby, ID","Rigby, ID",100
"Tazewell, VA","Tazewell, VA",100
"Bristow, OK","Bristow, OK",100
"Chalfont, PA","Chalfont, PA",100
"Peotone, IL","Peotone, IL",100
"Monongahela, PA","Monongahela, PA",100
"Marine, MI","Marine, MI",100
"Caseyville, IL","Caseyville, IL",100
"Fayetteville, NY","Fayetteville, NY",100
"Shrewsbury, NJ","Shrewsbury, NJ",100
"Lonsdale, MN","Lonsdale, MN",100
"Camdenton, MO","Camdenton, MO",100
"Columbus, MN","Columbus, MN",100
"Wadena, MN","Wadena, MN",100
"Sullivan, IN","Sullivan, IN",100
"Hamilton, NY","Hamilton, NY",100
"Chester, NY","Chester, NY",100
"Forty Fort, PA","Forty Fort, PA",100
"Fremont, MI","Fremont, MI",100
"Egg Harbor, NJ","Egg Harbor, NJ",100
"Rosemont, IL","Rosemont, IL",100
"Liberty, NY","Liberty, NY",100
"Cedarville, OH","Cedarville, OH",100
"Sinking Spring, PA","Sinking Spring, PA",100
"Pocola, OK","Pocola, OK",100
"Forsyth, GA","Forsyth, GA",100
"Randleman, NC","Randleman, NC",100
"Lathrup, MI","Lathrup, MI",100
"Scottdale, PA","Scottdale, PA",100
"Point Pleasant, WV","Point Pleasant, WV",100
"Fleetwood, PA","Fleetwood, PA",100
"West Milwaukee, WI","West Milwaukee, WI",100
"Tabor, NC","Tabor, NC",100
"Reedsport, OR","Reedsport, OR",100
"Sharpsville, PA","Sharpsville, PA",100
"Louisville, TN","Louisville, TN",100
"Haleyville, AL","Haleyville, AL",100
"Waverly, NE","Waverly, NE",100
"Blanding, UT","Blanding, UT",100
"Richwood, TX","Richwood, TX",100
"Honea Path, SC","Honea Path, SC",100
"Carter Lake, IA","Carter Lake, IA",100
"Amberley, OH","Amberley, OH",100
"Rogersville, MO","Rogersville, MO",100
"Chilton, WI","Chilton, WI",100
"Bayport, MN","Bayport, MN",100
"North Wildwood, NJ","North Wildwood, NJ",100
"Granger, WA","Granger, WA",100
"Hugoton, KS","Hugoton, KS",100
"West Liberty, IA","West Liberty, IA",100
"Roosevelt Park, MI","Roosevelt Park, MI",100
"Lambertville, NJ","Lambertville, NJ",100
"North Muskegon, MI","North Muskegon, MI",100
"Kiel, WI","Kiel, WI",100
"Fordyce, AR","Fordyce, AR",100
"Bordentown, NJ","Bordentown, NJ",100
"Granite Falls, WA","Granite Falls, WA",100
"Scott, KS","Scott, KS",100
"Plainwell, MI","Plainwell, MI",100
"Umatilla, FL","Umatilla, FL",100
"Indian Head, MD","Indian Head, MD",100
"North Hudson, WI","North Hudson, WI",100
"Independence, MN","Independence, MN",100
"Roland, OK","Roland, OK",100
"Sewickley, PA","Sewickley, PA",100
"Bosque Farms, NM","Bosque Farms, NM",100
"Dallastown, PA","Dallastown, PA",100
"Highland Falls, NY","Highland Falls, NY",100
"Huntingdon, TN","Huntingdon, TN",100
"Lincoln, ND","Lincoln, ND",100
"Blythewood, SC","Blythewood, SC",100
"South Toms River, NJ","South Toms River, NJ",100
"Johnson, AR","Johnson, AR",100
"Yellow Springs, OH","Yellow Springs, OH",100
"Hudson, NC","Hudson, NC",100
"Merchantville, NJ","Merchantville, NJ",100
"Oneida, TN","Oneida, TN",100
"Rochester, IL","Rochester, IL",100
"Avalon, CA","Avalon, CA",100
"Jackson, LA","Jackson, LA",100
"Beloit, KS","Beloit, KS",100
"Upland, IN","Upland, IN",100
"Merton, WI","Merton, WI",100
"Trappe, PA","Trappe, PA",100
"Lancaster, WI","Lancaster, WI",100
"Hesston, KS","Hesston, KS",100
"Stanley, NC","Stanley, NC",100
"South Russell, OH","South Russell, OH",100
"West Point, GA","West Point, GA",100
"Farmerville, LA","Farmerville, LA",100
"Cisco, TX","Cisco, TX",100
"Boyne, MI","Boyne, MI",100
"Indian Head Park, IL","Indian Head Park, IL",100
"Coal Valley, IL","Coal Valley, IL",100
"Leonardtown, MD","Leonardtown, MD",100
"Quartzsite, AZ","Quartzsite, AZ",100
"Irwin, PA","Irwin, PA",100
"Franklinton, LA","Franklinton, LA",100
"Larned, KS","Larned, KS",100
"Norwood Young America, MN","Norwood Young America, MN",100
"Kittanning, PA","Kittanning, PA",100
"Smithton, IL","Smithton, IL",100
"Catskill, NY","Catskill, NY",100
"Southport, NC","Southport, NC",100
"Holts Summit, MO","Holts Summit, MO",100
"Menands, NY","Menands, NY",100
"Crittenden, KY","Crittenden, KY",100
"Baden, PA","Baden, PA",100
"Shannon Hills, AR","Shannon Hills, AR",100
"Friona, TX","Friona, TX",100
"Highland Beach, FL","Highland Beach, FL",100
"Linden, MI","Linden, MI",100
"Vidalia, LA","Vidalia, LA",100
"Nichols Hills, OK","Nichols Hills, OK",100
"Parkesburg, PA","Parkesburg, PA",100
"Laureldale, PA","Laureldale, PA",100
"Throop, PA","Throop, PA",100
"Coquille, OR","Coquille, OR",100
"Shavano Park, TX","Shavano Park, TX",100
"Wheatland, CA","Wheatland, CA",100
"Portland, MI","Portland, MI",100
"Carroll Valley, PA","Carroll Valley, PA",100
"Wright, MO","Wright, MO",100
"Deephaven, MN","Deephaven, MN",100
"Manning, SC","Manning, SC",100
"Broadway, VA","Broadway, VA",100
"Jasper, GA","Jasper, GA",100
"Southgate, KY","Southgate, KY",100
"Williamstown, KY","Williamstown, KY",100
"Baxter Springs, KS","Baxter Springs, KS",100
"Montpelier, OH","Montpelier, OH",100
"Medford Lakes, NJ","Medford Lakes, NJ",100
"Ashland, MO","Ashland, MO",100
"Wallace, NC","Wallace, NC",100
"Owego, NY","Owego, NY",100
"Rocky Ford, CO","Rocky Ford, CO",100
"Venus, TX","Venus, TX",100
"Carrollton, KY","Carrollton, KY",100
"Harrisburg, OR","Harrisburg, OR",100
"Ridgeland, SC","Ridgeland, SC",100
"Benson, NC","Benson, NC",100
